DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - São Paulo
Notificação por Município de notificação e Div.adm.estadual de notific
Período:2012
"Município de notificação";"3501 Grande São Paulo";"3502 Araçatuba";"3503 Araraquara";"3504 Baixada Santista";"3505 Barretos";"3506 Bauru";"3507 Campinas";"3508 Franca";"3509 Marília";"3510 Piracicaba";"3511 Presidente Prudente";"3512 Registro";"3513 Ribeirão Preto";"3514 São João da Boa Vista";"3515 São José do Rio Preto";"3516 Sorocaba";"3517 Taubaté";"Total"
"353780 Piedade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"353790 Pilar do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"353800 Pindamonhangaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;60
"353830 Piquerobi";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;10
"353850 Piquete";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
"353870 Piracicaba";-;-;-;-;-;-;-;-;-;3052;-;-;-;-;-;-;-;3052
"353880 Piraju";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"353910 Pirapora do Bom Jesus";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353920 Pirapozinho";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353930 Pirassununga";-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;7
"353950 Pitangueiras";-;-;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;94
"353960 Planalto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353980 Poá";5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354020 Pontal";-;-;-;-;-;-;-;-;-;-;-;-;779;-;-;-;-;779
"354030 Pontes Gestal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"354060 Porto Feliz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;14
"354070 Porto Ferreira";-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"354075 Potim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1727;1727
"354080 Potirendaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"354100 Praia Grande";-;-;-;279;-;-;-;-;-;-;-;-;-;-;-;-;-;279
"354120 Presidente Bernardes";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"354130 Presidente Epitácio";-;-;-;-;-;-;-;-;-;-;247;-;-;-;-;-;-;247
"354140 Presidente Prudente";-;-;-;-;-;-;-;-;-;-;289;-;-;-;-;-;-;289
"354150 Presidente Venceslau";-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;73
"354160 Promissão";-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;13
"354170 Quatá";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"354190 Queluz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"354220 Rancharia";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;3
"354240 Regente Feijó";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"354260 Registro";-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;3
"354270 Restinga";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"354290 Ribeirão Bonito";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354310 Ribeirão Corrente";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"354323 Ribeirão dos Índios";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"354330 Ribeirão Pires";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354340 Ribeirão Preto";-;-;-;-;-;-;-;-;-;-;-;-;344;-;-;-;-;344
"354370 Rincão";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354380 Rinópolis";-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;8
"354390 Rio Claro";-;-;-;-;-;-;-;-;-;199;-;-;-;-;-;-;-;199
"354400 Rio das Pedras";-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;16
"354410 Rio Grande da Serra";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354420 Riolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"354425 Rosana";-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;25
"354430 Roseira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;49
"354440 Rubiácea";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354450 Rubinéia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"354470 Sagres";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"354480 Sales";-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;10
"354490 Sales Oliveira";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;4
"354515 Saltinho";-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;61
"354520 Salto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142;-;142
"354530 Salto de Pirapora";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"354550 Sandovalina";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"354570 Santa Albertina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;4
"354580 Santa Bárbara d'Oeste";-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;69
"354600 Santa Branca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"354625 Santa Cruz da Esperança";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2
"354640 Santa Cruz do Rio Pardo";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"354650 Santa Ernestina";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354660 Santa Fé do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;26
"354670 Santa Gertrudes";-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;12
"354680 Santa Isabel";11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"354690 Santa Lúcia";-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"354700 Santa Maria da Serra";-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;10
"354750 Santa Rita do Passa Quatro";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"354760 Santa Rosa de Viterbo";-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;9
"354730 Santana de Parnaíba";7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"354770 Santo Anastácio";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;12
"354780 Santo André";58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"354790 Santo Antônio da Alegria";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"354800 Santo Antônio de Posse";-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;83
"354805 Santo Antônio do Aracanguá";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354830 Santo Expedito";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;4
"354840 Santópolis do Aguapeí";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354850 Santos";-;-;-;1218;-;-;-;-;-;-;-;-;-;-;-;-;-;1218
"354860 São Bento do Sapucaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"354870 São Bernardo do Campo";62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
"354880 São Caetano do Sul";13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"354890 São Carlos";-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"354910 São João da Boa Vista";-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;7
"354920 São João das Duas Pontes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"354925 São João de Iracema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"354940 São Joaquim da Barra";-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;16
"354950 São José da Bela Vista";-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;9
"354970 São José do Rio Pardo";-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;6
"354980 São José do Rio Preto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;451;-;-;451
"354990 São José dos Campos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;152;152
"355000 São Luís do Paraitinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"355010 São Manuel";-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;3
"355030 São Paulo";1863;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1863
"355040 São Pedro";-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;11
"355050 São Pedro do Turvo";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"355060 São Roque";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"355070 São Sebastião";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;110;110
"355080 São Sebastião da Grama";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"355090 São Simão";-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;5
"355100 São Vicente";-;-;-;294;-;-;-;-;-;-;-;-;-;-;-;-;-;294
"355140 Serra Azul";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2
"355160 Serra Negra";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"355150 Serrana";-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;46
"355170 Sertãozinho";-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;-;-;70
"355190 Severínia";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;6
"355200 Silveiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"355210 Socorro";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
"355220 Sorocaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;27
"355230 Sud Mennucci";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355240 Sumaré";-;-;-;-;-;-;212;-;-;-;-;-;-;-;-;-;-;212
"355255 Suzanápolis";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355250 Suzano";11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"355260 Tabapuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;14
"355270 Tabatinga";-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"355280 Taboão da Serra";89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89
"355300 Taguaí";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"355310 Taiaçu";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;7
"355330 Tambaú";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3
"355340 Tanabi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;4
"355360 Tapiratiba";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
"355365 Taquaral";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"355370 Taquaritinga";-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355390 Tarabai";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"355395 Tarumã";-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;4
"355400 Tatuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;6
"355410 Taubaté";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;88
"355430 Teodoro Sampaio";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;3
"355440 Terra Roxa";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"355450 Tietê";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3
"355470 Torrinha";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"355480 Tremembé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;9
"355490 Três Fronteiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"355495 Tuiuti";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"355500 Tupã";-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;10
"355510 Tupi Paulista";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;3
"355535 Ubarana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"355540 Ubatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;22
"355560 Uchoa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"355580 Urânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;6
"355600 Urupês";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"355620 Valinhos";-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;43
"355630 Valparaíso";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355640 Vargem Grande do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3
"355645 Vargem Grande Paulista";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355650 Várzea Paulista";-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;21
"355670 Vinhedo";-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;33
"355680 Viradouro";-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;28
"355700 Votorantim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;9
"355710 Votuporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;27
"355715 Zacarias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;8
"Total";3317;1610;1207;2527;1043;400;2520;752;116;3722;842;115;1458;183;972;260;6957;28001
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados,
 pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 
